title,year,certificate,duration,genre,rating,description,stars,votes
Dark,(2017–2020),TV-MA,62 min,"Crime, Drama, Mystery",8.8,"In 2019, Jonas emerges from the cave into a different but not unfamiliar world: The town of Winden reeling from the recent disappearance of a young boy.","['Baran bo Odar', '| ', '    Stars:', 'Hans Diehl, ', 'Jakob Diehl, ', 'Claude Heinrich, ', 'Louis Hofmann']","13,316"
A Love to Last,(2017),,,"Drama, Family, Music",8.8,"The story follows two different people, Andeng (Bea Alonzo) and Anton (Ian Veneracion), who will prove whether or not two broken hearts can make their love last.","['Bea Alonzo, ', 'Ian Veneracion, ', 'Iza Calzado, ', 'Julia Barretto']",38
Black Mirror,(2011–2019),TV-MA,60 min,"Drama, Mystery, Sci-Fi",8.8,"An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide.","['Daniel Lapaine, ', 'Hannah John-Kamen, ', 'Michaela Coel, ', 'Beatrice Robertson-Jones']","535,782"
The Lord of the Rings: The Fellowship of the Ring,(2001),PG-13,178 min,"Action, Adventure, Drama",8.8,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"['Peter Jackson', '| ', '    Stars:', 'Elijah Wood, ', 'Ian McKellen, ', 'Orlando Bloom, ', 'Sean Bean']","1,844,075"
The Lord of the Rings: The Two Towers,(2002),PG-13,179 min,"Action, Adventure, Drama",8.8,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.","['Peter Jackson', '| ', '    Stars:', 'Elijah Wood, ', 'Ian McKellen, ', 'Viggo Mortensen, ', 'Orlando Bloom']","1,642,708"
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.8,A collision with space time traps half of the Crimson Light in a perilous other dimension.,"['Ben Bjelajac', '| ', '    Stars:', 'Fred Armisen, ', 'Ashly Burch, ', 'Ron Funches, ', 'Tom Kenny']","1,080"
Hotel Del Luna,(2019),,82 min,"Action, Comedy, Drama",8.8,Choi Seo Hee prepares to move on to the next life. The killer ghost terrorizes Chan Seong's friends. Man Wol witnesses a startling relationship.,"['Choong Hwan Oh', '| ', '    Stars:', 'Ji-eun Lee, ', 'Yeo Jin-gu, ', 'Shin Jeong-geun, ', 'Bae Hae-sun']",127
Sea of Love,(2022– ),TV-Y,10 min,"Animation, Adventure, Comedy",8.8,"Sea animal friends Bruda, Bobbi, Wayu and Puri go on mini adventures in the ocean, where relatable, everyday moments come with a splash of magic.","['Kelly B. Jones, ', 'Anchasa Bhurichayawarodom, ', 'Guy William Burnett, ', 'Tarakorn Visessintop']",40
Peaky Blinders,(2013–2022),TV-MA,58 min,"Crime, Drama",8.8,"Tommy sets off to North America, where the end of Prohibition brings new opportunities. But he faces new danger from an old adversary who is finally making his move.","['Anthony Byrne', '| ', '    Stars:', 'Cillian Murphy, ', ""Natasha O'Keeffe, "", 'Paul Anderson, ', 'Sophie Rundle']","10,115"
Navillera,(2021– ),,60 min,Drama,8.8,A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.,"['In-hwan Park, ', 'Song Kang, ', 'Moon-hee Na, ', 'Hong Seung-hee']","2,295"
Booba: Food Puzzle,(2020– ),,,"Animation, Comedy, Family",8.8,"In a cozy kitchen, in the spotlight meet everyone's favorite, Booba. Today he's a chef and co-hosting a cooking show. Gather in front of the screen with your parents or friends and cook ...                See full summary »","['Elena Solovieva, ', 'Artyom Kretov, ', 'Roman Karev, ', 'Elena Kareva']",50
Rick and Morty,(2013– ),TV-14,22 min,"Animation, Adventure, Comedy",8.8,Morty discovers a race of intelligent space snakes after suffering a potentially lethal bite. Jerry attempts to prove that he isn't completely incompetent.,"['Wesley Archer, ', 'Jacob Hair', '| ', '    Stars:', 'Justin Roiland, ', 'Chris Parnell, ', 'Spencer Grammer, ', 'Sarah Chalke']","11,197"
DC's Legends of Tomorrow,(2016–2022),TV-14,42 min,"Action, Adventure, Drama",8.8,"Ray plans a date night for him and Nora, but all goes awry when an Encore shows up making the team think on their feet and create a lie to keep the Encore at bay. While trying to fool the ...                See full summary »","['Ben Hernandez Bray', '| ', '    Stars:', 'Brandon Routh, ', 'Caity Lotz, ', 'Maisie Richardson-Sellers, ', 'Tala Ashe']","1,383"
Anne with an E,(2017–2019),TV-PG,44 min,"Drama, Family",8.8,The Cuthberts gain a new perspective on Prince Edward Island,"['Norma Bailey', '| ', '    Stars:', 'Amybeth McNulty, ', 'Geraldine James, ', 'R.H. Thomson, ', 'Lucas Jade Zumann']","1,630"
The Lord of the Rings: The Fellowship of the Ring,(2001),PG-13,178 min,"Action, Adventure, Drama",8.8,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"['Peter Jackson', '| ', '    Stars:', 'Elijah Wood, ', 'Ian McKellen, ', 'Orlando Bloom, ', 'Sean Bean']","1,844,055"
BoJack Horseman,(2014–2020),TV-MA,25 min,"Animation, Comedy, Drama",8.8,"BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, but now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.","['Will Arnett, ', 'Amy Sedaris, ', 'Alison Brie, ', 'Aaron Paul']","152,649"
Narcos,(2015–2017),TV-MA,49 min,"Biography, Crime, Drama",8.8,"A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.","['Pedro Pascal, ', 'Wagner Moura, ', 'Boyd Holbrook, ', 'Alberto Ammann']","416,307"
Julie and the Phantoms,(2020),TV-G,27 min,"Adventure, Comedy, Drama",8.8,Julie rehearses with Nick - while daydreaming about Luke. Alex wonders why Willie's been acting so weird. The band plays a party at Julie's house.,"['Kabir Akhtar', '| ', '    Stars:', 'Madison Reyes, ', 'Charlie Gillespie, ', 'Owen Patrick Joyner, ', 'Jeremy Shada']",506
BattleBots,(2015– ),TV-PG,83 min,"Action, Game-Show, Reality-TV",8.8,"When a surprising twist blows the competition wide open, the world's greatest bots redouble their efforts to win a spot in the knockout round.","['Ryan Polito', '| ', '    Stars:', 'Chris Rose, ', 'Kenny Florian, ', 'Jenny Taft, ', 'Faruq Tauheed']",18
Velhas Amigas,(2018– ),,30 min,"Comedy, Drama, Romance",8.8,"Lurdinha, Violeta and Maria Antônia are friends for a long time. All three are the same age, studied in the same school, and live in the same neighborhood, Higienópolis, an icon district of...                See full summary »","['Alejandra Sampaio, ', 'Keila Taschini, ', 'Carla Pagani, ', 'Aline Neves']",76
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.8,"In the past, Bruno and his team investigated the mysterious death of a girl and how it ties into the power known as Rolling Stones. And in the present, the final fate of Giorno and the gang is revealed as Golden Wind comes to a close.","['Sean Chiplock, ', 'Junya Enoki, ', 'Lizzie Freeman, ', 'Kellen Goff']","1,046"
Anne with an E,(2017–2019),TV-PG,44 min,"Drama, Family",8.8,"Ka'kwet travels to school, while Anne embarks on the next phase of her quest.","['Norma Bailey', '| ', '    Stars:', 'Amybeth McNulty, ', 'Geraldine James, ', 'R.H. Thomson, ', 'Dalila Bela']","1,627"
Hospital Playlist,(2020–2021),TV-14,84 min,"Comedy, Drama",8.8,Hospital Playlist tells the story of five doctors who have been friends since they entered medical school in 1999.,"['Jo Jung-Suk, ', 'Yoo Yeon-Seok, ', 'Jung Kyung-ho, ', 'Dae-Myung Kim']","5,360"
Freaks and Geeks,(1999–2000),TV-14,44 min,"Comedy, Drama",8.8,A high school mathlete starts hanging out with a group of burnouts while her younger brother navigates his freshman year.,"['Linda Cardellini, ', 'John Francis Daley, ', 'James Franco, ', 'Samm Levine']","142,164"
Monty Python's Flying Circus,(1969–1974),TV-14,30 min,Comedy,8.8,The original surreal sketch comedy showcase for the Monty Python troupe.,"['Graham Chapman, ', 'John Cleese, ', 'Terry Gilliam, ', 'Eric Idle']","74,089"
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.8,"After defeating Captain Hitsugaya, Captain Aizen heads for the Execution Grounds. Renji is dumbfounded as he finds himself facing Captains Aizen, Ichimaru, and Tôsen at Sokyoku hill.","['Kino Abe, ', 'Akira Shimizu', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Noriaki Sugiyama, ', ""Shin'ichirô Miki""]",552
Go! Live Your Way,(2019),TV-Y7,,"Comedy, Family, Musical",8.8,Mía makes a decision as Lupe learns something unexpected. Simón contends with difficulties with the music just before the team performs at nationals.,"['Pilar Pascual, ', 'José Gimenez Zapiola, ', 'Renata Toscano Bruzón, ', 'Santiago Saez']",9
Mighty Little Bheem,(2019– ),TV-Y,,"Animation, Short, Adventure",8.8,Add a Plot,"['Rajiv Chilaka, ', 'Krishna Mohan Chintapatla']",10
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.8,"Central 46 is the highest judicial body in the Soul Society. After breaking into Central 46, Captain Hitsugaya and Vice-Captain Matsumoto discover that the forty Sages and six Judges were slaughtered days earlier.","['Kino Abe, ', 'Kumi Ichiguchi', '| ', '    Stars:', 'Fumiko Orikasa, ', 'Show Hayami, ', 'Kôji Yusa, ', 'Romi Park']",541
Art of Flight: The Series,(2012– ),,,Documentary,8.8,"A seven-episode TV series that focuses on the production of The Art of Flight. We follow the crew through locations including Patagonia, Jackson Hole, Alaska and Revelstoke.","['Mark Landvik, ', 'Curt Morgan, ', 'Travis Rice, ', 'Scotty Lago']",201
Fawlty Towers,(1975–1979),TV-PG,30 min,Comedy,8.8,"Hotel owner Basil Fawlty's incompetence, short fuse, and arrogance form a combination that ensures accidents and trouble are never far away.","['John Cleese, ', 'Prunella Scales, ', 'Andrew Sachs, ', 'Connie Booth']","92,910"
Power Rangers Beast Morphers,(2019–2020),TV-Y7,,"Action, Adventure, Comedy",8.8,"Scrozzle executes his plan to finally free Evox from the Cyber Dimension and the Rangers, along with an unexpected friend, must do everything in their power to stop him.","['Riccardo Pellizzeri', '| ', '    Stars:', 'Rorrie D. Travis, ', 'Jasmeet Baduwalia, ', 'Jacqueline Scislowski, ', 'Abraham Rodriguez']",45
Pose,(2018–2021),TV-MA,42 min,Drama,8.8,"With Blanca reeling from an unexpected loss, Elektra organizes a girls trip to the shore.","['Gwyneth Horder-Payton', '| ', '    Stars:', 'Michaela Jaé (MJ) Rodriguez, ', 'Dominique Jackson, ', 'Indya Moore, ', 'Angelica Ross']",696
My Next Guest Needs No Introduction with David Letterman,(2018– ),TV-MA,61 min,Talk-Show,8.8,"""King of Bollywood"" Shah Rukh Khan opens up about his rise to fame, his family and his billions of fans as he and Dave meet up in Mumbai and New York.","['Shah Rukh Khan, ', 'David Letterman']","1,329"
Bee & Puppycat: Lazy in Space,(2013– ),TV-PG,,Animation,8.7,The second season of beloved web series Bee and PuppyCat after a nearly five near break. The season picks back up the cheerful 22-year old Bee and intergalactic space warrior for a set of adventures.,"['Alexander James Rodriguez, ', 'Allyn Rachel, ', 'Ashly Burch, ', 'Kent Osborne']",163
Never Have I Ever,(2020–2023),TV-14,28 min,"Comedy, Drama",8.7,"After unwelcome news sparks a fight with her mother, Devi seeks an escape. Mohan's birthday brings an opportunity for closure - and for new beginnings.","['Tristram Shapeero', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']","1,236"
Don Quijote de la Láctea,(2013– ),,,Animation,8.7,"At the request of a Castilian princess, noble knight Don Quijote and his robot S.A.N.C.H.O. travel through time and space investigating and capturing the origin of words.","['Carlo Guillot, ', 'Juan M. Urbina, ', 'Angelica Blandon']",14
Downton Abbey,(2010–2015),TV-PG,58 min,"Drama, Romance",8.7,A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.,"['Hugh Bonneville, ', 'Phyllis Logan, ', 'Elizabeth McGovern, ', 'Brendan Coyle']","204,875"
Dead to Me,(2019–2022),TV-MA,32 min,"Comedy, Crime, Drama",8.7,"Filled with guilt and regret, Jen finds a civic-minded way to unleash some pent-up feelings. Judy revisits her past. The police uncover a new lead.","['Silver Tree', '| ', '    Stars:', 'Christina Applegate, ', 'Linda Cardellini, ', 'James Marsden, ', 'Max Jenkins']","1,267"
Dexter,(2006–2013),TV-MA,53 min,"Crime, Drama, Mystery",8.7,"In the Season Two premiere, Dexter finds himself unable to kill again after the harrowing conclusion to the Ice Truck Killer case, and strays from his personal code with disastrous results; Debra returns to work but may not be ready.","['Tony Goldwyn', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","5,518"
The Tudors,(2007–2010),TV-MA,50 min,"Drama, History, Romance",8.7,Anne goes to her death continuing to pronounce her innocence and that of the accused men.,"['Jon Amiel', '| ', '    Stars:', 'Jonathan Rhys Meyers, ', 'Henry Cavill, ', 'Natalie Dormer, ', 'Nick Dunning']",762
South Park,(1997– ),TV-14,22 min,"Animation, Comedy",8.7,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.","['Trey Parker, ', 'Matt Stone, ', 'Isaac Hayes, ', 'Mona Marshall']","366,394"
Lucifer,(2016–2021),TV-14,56 min,"Crime, Drama, Fantasy",8.7,"After a famous DJ is killed on stage, Chloe searches for the killer while Lucifer tries to keep his jealousy over an ex-flame in check. Amenadiel learns about parenthood. Dan finds out something disturbing.","['Richard Speight Jr.', '| ', '    Stars:', 'Tom Ellis, ', 'Lauren German, ', 'Kevin Alejandro, ', 'D.B. Woodside']","3,832"
Mighty Little Bheem,(2019– ),TV-Y,,"Animation, Short, Adventure",8.7,An innocent toddler's boundless curiosity - and extraordinary might - lead to mischief and adventure in his small Indian town.,"['Rajiv Chilaka, ', 'Krishna Mohan Chintapatla']",13
True Tunes,(2019– ),,,Family,8.7,Add a Plot,[],13
Stranger Things,(2016– ),TV-14,51 min,"Drama, Fantasy, Horror",8.7,"When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.","['Millie Bobby Brown, ', 'Finn Wolfhard, ', 'Winona Ryder, ', 'Caleb McLaughlin']","1,149,889"
The Queen's Gambit,(2020),TV-MA,65 min,Drama,8.7,"Suddenly plunged into a confusing new life in suburbia, teenage Beth studies her high school classmates and hatches a plan to enter a chess tournament.","['Scott Frank', '| ', '    Stars:', 'Anya Taylor-Joy, ', 'Bill Camp, ', 'Marielle Heller, ', 'Moses Ingram']","10,261"
Dexter,(2006–2013),TV-MA,55 min,"Crime, Drama, Mystery",8.7,"A written manifesto from the ""Bay Harbor Butcher"" sends the task force in charge of capturing him into chaos, which is part of Dexter's plan for keeping Lundy off his trail.","['Jeremy Podeswa', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","4,876"
Emily's Wonder Lab,(2020– ),TV-G,,"Family, Talk-Show",8.7,Acclaimed science communicator Emily Calandrelli takes kids through lively experiments and entertaining activities in this new live-action series .,"['Emily Calandrelli, ', 'Christopher Farrar, ', 'Mason Wells, ', 'Makenzie Lee-Foster']",196
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.7,"Sensing great reiatsu near the Repentance Cell, Ichigo defies Yoruichi's orders and flees to assist Ganju and Hanatarô.","['Kino Abe, ', 'Kôji Aritomi', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Shirô Saitô, ', 'Satsuki Yukino']",551
Teenage Bounty Hunters,(2020),TV-MA,,"Comedy, Crime, Drama",8.7,"After demanding the truth from their mom, the twins face a troubling night filled with heartbreak, hardened criminals and shocking revelations.","['Nick Sandow', '| ', '    Stars:', 'Anjelica Bette Fellini, ', 'Maddie Phillips, ', 'Kadeem Hardison, ', 'Virginia Williams']",847
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",8.7,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all.","['Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'The Stig']","118,264"
Power Rangers Beast Morphers,(2019–2020),TV-Y7,,"Action, Adventure, Comedy",8.7,The Beast Morphers Rangers mount a desperate mission to stop Evox once and for all.,"['Simon Bennett', '| ', '    Stars:', 'Rorrie D. Travis, ', 'Jasmeet Baduwalia, ', 'Jacqueline Scislowski, ', 'Abraham Rodriguez']",33
Anne with an E,(2017–2019),TV-PG,60 min,"Drama, Family",8.7,"The adventures of a young orphan girl living in the early 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.","['Amybeth McNulty, ', 'Geraldine James, ', 'R.H. Thomson, ', 'Dalila Bela']","54,248"
Regiment Diaries,(2018–2022),,,Documentary,8.7,"The Indian army is a family of several regiments, each of whom have their own history, identity, and glorious traditions. Regiment Diaries is a tale of the Indian Army - a living chronicle ...                See full summary »",[],84
Queer Eye,(2018– ),TV-14,,Reality-TV,8.7,"Jonathan returns to his hometown to make over his high school music teacher, a selfless educator whose fiery red mullet hasn't changed in 30 years.","['Hisham Abed', '| ', '    Stars:', 'Bobby Berk, ', 'Karamo Brown, ', 'Tan France, ', 'Antoni Porowski']",351
Lenox Hill,(2020),TV-MA,,Documentary,8.7,"An intimate look at the lives of four doctors - two brain surgeons, an emergency room physician, and a Chief Resident OBGYN - as they navigate the highs and lows of working at the renowned Lenox Hill Hospital in New York City.","['John Boockvar, ', 'David Langer, ', 'Amanda Little-Richardson, ', 'Mirtha Macri']","2,345"
Star Trek: The Next Generation,(1987–1994),TV-PG,44 min,"Action, Adventure, Sci-Fi",8.7,"Set almost 100 years after Captain Kirk's 5-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before.","['Patrick Stewart, ', 'Brent Spiner, ', 'Jonathan Frakes, ', 'LeVar Burton']","119,655"
Chief of Staff,(2019),,,Drama,8.7,Add a Plot,"['Jung Hwan Kwak', '| ', '    Stars:', 'Lee Jung-jae, ', 'Shin Min-a, ', 'Elliya Lee, ', 'Dong-jun Kim']",11
StoryBots Super Songs,(2016– ),,,"Animation, Family, Musical",8.7,"Based on the award-winning educational apps, ""StoryBots Super Songs"" centers on the StoryBots, the curious little creatures who live in the world beneath our screens and help answer humans' biggest questions.","['Judy Greer, ', 'Erin Fitzgerald, ', 'Fred Tatasciore, ', 'Jeff Gill']",175
Ezel,(2009–2011),TV-14,90 min,"Crime, Drama, Thriller",8.7,"Betrayed by his trusted friends and the woman he loved, Ömer Uçar returns as Ezel to exact his vengeance.","['Kenan Imirzalioglu, ', 'Cansu Dere, ', 'Yigit Özsener, ', 'Baris Falay']","32,693"
Heartstopper,(2022– ),TV-14,30 min,"Drama, Romance",8.7,Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,"['Joe Locke, ', 'Kit Connor, ', 'Yasmin Finney, ', 'William Gao']","49,420"
Stranger Things,(2016– ),TV-14,51 min,"Drama, Fantasy, Horror",8.7,"When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.","['Millie Bobby Brown, ', 'Finn Wolfhard, ', 'Winona Ryder, ', 'Caleb McLaughlin']","1,149,902"
Dexter,(2006–2013),TV-MA,53 min,"Crime, Drama, Mystery",8.7,"He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series.","['Michael C. Hall, ', 'Jennifer Carpenter, ', 'David Zayas, ', 'James Remar']","720,792"
The Boondocks,(2005–2014),TV-MA,21 min,"Animation, Action, Comedy",8.7,"Granddad takes the kids to the movies but has to sneak them in since he refuses to pay the exorbitant prices. Huey tries to sabotage the film, but Uncle Ruckus tries to stop him.","['Seung Eun Kim', '| ', '    Stars:', 'Regina King, ', 'John Witherspoon, ', 'Cedric Yarbrough, ', 'Gary Anthony Williams']",387
Dave Chappelle,(2017),,66 min,"Documentary, Comedy",8.7,"Comedian Dave Chappelle makes his triumphant return to the screen with a pair of blistering, never-before-aired specials from his personal vault.",['Dave Chappelle'],"2,851"
Power Rangers Beast Morphers,(2019–2020),TV-Y7,,"Action, Adventure, Comedy",8.7,"When Nate and Steel unexpectedly clash, it leads to double trouble for the team.","['Riccardo Pellizzeri', '| ', '    Stars:', 'Rorrie D. Travis, ', 'Jasmeet Baduwalia, ', 'Jacqueline Scislowski, ', 'Abraham Rodriguez']",35
The Repair Shop,(2017– ),,30 min,"Documentary, Reality-TV",8.7,"Some of Britain's most skilled restoration experts breathe new life into much-cherished family heirlooms that are dropped off by members of the public, who reveal the personal stories behind the items.","['Jay Blades, ', 'Steven Fletcher, ', 'William Kirk, ', 'Bill Paterson']","1,590"
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.7,Gary discovers a way he may be able to communicate with Quinn; Tribore reconnects with a resistance fighter who has an ulterior motive.,"['Ben Bjelajac', '| ', '    Stars:', 'Fred Armisen, ', 'Ashly Burch, ', 'Ron Funches, ', 'Tom Kenny']",852
Code Geass,(2006–2008),TV-14,24 min,"Animation, Action, Drama",8.7,"After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all-powerful empire.","['Jun Fukuyama, ', 'Takahiro Sakurai, ', 'Johnny Yong Bosch, ', 'Yukana']","67,510"
Lucifer,(2016–2021),TV-14,59 min,"Crime, Drama, Fantasy",8.7,Lucifer angles to be his father's successor. Ella makes a painful confession. Chloe investigates a murder at an aquarium.,"['Lisa Demaine', '| ', '    Stars:', 'Tom Ellis, ', 'Lauren German, ', 'Kevin Alejandro, ', 'D.B. Woodside']","2,927"
Greatest Events of WWII in Colour,(2019),,50 min,"Documentary, History, War",8.7,A series of colorized archive footage of important events during World War II.,"['Derek Jacobi, ', 'Geoffrey Wawro, ', 'James Holland, ', 'Saul David']","8,906"
Vagabond,(2019),,,"Action, Mystery, Thriller",8.7,"Dal Geon and the agents try to keep Kim Woo Gi alive, and request NIS backup. Jessica moves to pin the plane crash on someone else.","['Yu In-sik', '| ', '    Stars:', 'Lee Seung-gi, ', 'Bae Suzy, ', 'Seong-rok Sin, ', 'Moon Jeong-Hee']",131
Dexter,(2006–2013),TV-MA,53 min,"Crime, Drama, Mystery",8.7,"Dexter's world is rocked when a rival serial murderer, dubbed the Ice Truck Killer by the media, privately contacts him and reveals that he knows Dexter's grisly secret. Meanwhile, Dexter's sister Debra is transferred to Homicide.","['Michael Cuesta', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","9,628"
Power Rangers Beast Morphers,(2019–2020),TV-Y7,,"Action, Adventure, Comedy",8.7,"The Red Ranger gets amazing new powers, but they have unexpected side effects.","['Oliver Driver', '| ', '    Stars:', 'Rorrie D. Travis, ', 'Jasmeet Baduwalia, ', 'Jacqueline Scislowski, ', 'Abraham Rodriguez']",32
Vagabond,(2019),,,"Action, Mystery, Thriller",8.7,"Sang Mi leaves behind a warning about a shady figure named Samael, putting everything Dal Geon thought he knew about the crash into question","['Yu In-sik', '| ', '    Stars:', 'Lee Seung-gi, ', 'Bae Suzy, ', 'Seong-rok Sin, ', 'Moon Jeong-Hee']",128
One Strange Rock,(2018),TV-PG,47 min,Documentary,8.7,The extraordinary story of Earth and why it is special and uniquely brimming with life among a largely unknown but harsh cosmic arena; astronauts tell the story of Earth through a unique perspective.,"['Will Smith, ', 'Chris Hadfield, ', 'Jerry Linenger, ', 'Mae C. Jemison']","7,886"
Flower of Evil,(2020),,70 min,"Crime, Mystery, Romance",8.7,"""Flower of Evil"" is a suspense melodrama about a man who hides his cruel past and changes his identity, while his detective wife tracks down his past.","['Lee Joon-Gi, ', 'Moon Chae-Won, ', 'Seo Hyun-woo, ', 'Choi Dae-hoon']","7,700"
Mad Men,(2007–2015),TV-14,47 min,Drama,8.7,"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.","['Jon Hamm, ', 'Elisabeth Moss, ', 'Vincent Kartheiser, ', 'January Jones']","237,030"
The Umbrella Academy,(2019–2023),TV-14,40 min,"Action, Adventure, Comedy",8.7,"As the Fives plot against each other, one of the siblings makes a big sacrifice to help Vanya. Plus, Lila learns the truth about her parents.","['Amanda Marsalis', '| ', '    Stars:', 'Elliot Page, ', 'Tom Hopper, ', 'David Castañeda, ', 'Emmy Raver-Lampman']","3,929"
Mystery Science Theater 3000,(1988–1999),TV-14,92 min,"Comedy, Sci-Fi",8.7,"In the not-too-distant future Joel Robinson is held captive by Dr. Forrester and TV's Frank, forced to watch B-Grade movies on the Satellite of Love with the help of his robot friends: Cambot, Gypsy, Tom Servo and Crow T. Robot.","['Joel Hodgson, ', 'Michael J. Nelson, ', 'Trace Beaulieu, ', 'Kevin Murphy']","24,646"
Line of Duty,(2012–2021),TV-14,60 min,"Crime, Drama, Mystery",8.7,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit.","['Martin Compston, ', 'Vicky McClure, ', 'Adrian Dunbar, ', 'Craig Parkinson']","58,387"
Crash Landing on You,(2019–2020),TV-14,70 min,"Adventure, Comedy, Romance",8.7,The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.,"['Hyun Bin, ', 'Son Ye-jin, ', 'Seo Ji-hye, ', 'Kim Jung-hyun']","28,088"
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.7,"When he learns that there is a lost Library with all the knowledge in the world, Sokka convinces the others to seek it out in hopes of finding a weakness of the Fire Nation.","['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,702"
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.7,"Lost in the desert without Appa, Team Avatar must find a way out. Iroh and Zuko make contact with a secret organization.","['Lauren MacMullan', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,634"
Cobra Kai,(2018– ),TV-14,30 min,"Action, Comedy, Drama",8.7,"It's Christmastime in the Valley, and romance is in the air. Daniel and Miguel find unexpected common ground, and the Cobra Kai recruits go on a mission.","['Josh Heald', '| ', '    Stars:', 'Ralph Macchio, ', 'William Zabka, ', 'Courtney Henggeler, ', 'Xolo Maridueña']","3,627"
Arrested Development,(2003–2019),TV-14,22 min,Comedy,8.7,"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.","['Jason Bateman, ', 'Michael Cera, ', 'Portia de Rossi, ', 'Will Arnett']","302,834"
Bleach,(2004–2012),TV-14,23 min,"Animation, Action, Adventure",8.7,"Captain Kurotsushi decides that rather than kill Ishida, he wishes to capture him and study his distinctive Quincy abilities.","['Kino Abe, ', 'Kazunori Mizuno', '| ', '    Stars:', 'Noriaki Sugiyama, ', 'Ryûsei Nakao, ', 'Toshiyuki Morikawa, ', 'Rie Kugimiya']",525
House of Cards,(2013–2018),TV-MA,51 min,Drama,8.7,A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,"['Kevin Spacey, ', 'Michel Gill, ', 'Robin Wright, ', 'Kate Mara']","500,982"
Dark,(2017–2020),TV-MA,60 min,"Crime, Drama, Mystery",8.7,"A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.","['Louis Hofmann, ', 'Karoline Eichhorn, ', 'Lisa Vicari, ', 'Maja Schöne']","371,981"
